synonyms,average,word
اِشْتَعَلَ غَضَبًا,"2,5",غَلَى
زَبَدَ,5,غَلَى
رَغَا,5,غَلَى
إِهْتَاجَ,15,غَلَى
,,
,,
,,
,,
,,
,,
,,
,,
حَمَى مِن هُجُوم,"2,5",غَطَّى
حَمَى,"12,5",غَطَّى
أمَّنَ,65,غَطَّى
,,
,,
,,
,,
,,
,,
نَقَصَ,25,فَقَدَ
ضَيَّعَ,85,فَقَدَ
أَضَاعَ,80,فَقَدَ
خَمَّن,40,فَكَّرَ
تَفَكَّرَ,70,فَكَّرَ
تَدَبَّرَ,"72,5",فَكَّرَ
تَمَعَّنَ,"57,5",فَكَّرَ
خَمَّنَ,40,فَكَّرَ
اِفْتَرَضَ,25,فَكَّرَ
تَذَكَّرَ,"7,5",فَكَّرَ
اِسْتَرْجَعَ,"12,5",فَكَّرَ
ااِسْتَدْعَى,"2,5",فَكَّرَ
أَعَادَ,0,فَكَّرَ
ذَكَرَ,"7,5",فَكَّرَ
تَأمَلَ,60,فَكَّرَ
تَبَصَّرَ,50,فَكَّرَ
تَأمَّلَ,60,فَكَّرَ
اِسْتَغْرَقَ,0,فَكَّرَ
أجَالَ الفِكْر,45,فَكَّرَ
أعْمَلَ الفِكْر,50,فَكَّرَ
سَمِعَ,5,فَهِمَ
أَدْرَكَ,"87,5",فَهِمَ
فَسَّرَ,30,فَهِمَ
أَخَذَ,"2,5",فَهِمَ
تَيَقَّنَ,45,فَهِمَ
تَعَلَّمَ,"92,5",دَرَسَ
قَرَأَ,40,دَرَسَ
أَخَذَ,10,دَرَسَ
اِكْتَسَبَ,30,دَرَسَ
نَظَرَ فِي,"12,5",دَرَسَ
فَحَصَ,"17,5",دَرَسَ
عَايَنَ,20,دَرَسَ
حَلَّلَ,"32,5",دَرَسَ
نَاقَشَ,"17,5",دَرَسَ
إِعْتَبَرَ,5,دَرَسَ
رَاعَى,0,دَرَسَ
بَحَثَ,"52,5",دَرَسَ
شَرَّحَ,20,دَرَسَ
طَلَى,"87,5",دَهَنَ
صَبَغَ,85,دَهَنَ
خَضَّبَ,"72,5",دَهَنَ
لَوَّنَ,"82,5",دَهَنَ
سَدَّدَ,"87,5",دَفَعَ
أَدَّى,10,دَفَعَ
عَوَّضَ,"67,5",دَفَعَ
سَدَّدَ دَيْنَه,80,دَفَعَ
سَدَّدَ حِسَابَه,80,دَفَعَ
دَفَعَ مَا عَلَيْه,"77,5",دَفَعَ
أَدَّى مَا عَلَيْه,60,دَفَعَ
قَامَ بِ,5,دَفَعَ
بَادَرَ,85,بَدَأَ
اِبْتَدَأَ,80,بَدَأَ
شَرَعَ,85,بَدَأَ
أَنْشَأَ,"12,5",بَدَأَ
بَدَأَ بِالتَعَامُل مَعَ,25,بَدَأَ
بَاشَرَ,90,بَدَأَ
اِسْتَهَلَّ,"72,5",بَدَأَ
شَرَعَ بِ,"82,5",بَدَأَ
خَانَ,20,بَاعَ
تَاجَرَ,80,بَاعَ
تَعَامَلَ,10,بَاعَ
تَاجَر,80,بَاعَ
إنْباعَ,"52,5",بَاعَ
,,
,,
,,
,,
,,
تَطَلَّبَ,45,طَلَبَ
لَزِمَ,50,طَلَبَ
طَالَبَ,70,طَلَبَ
اِسْتَدْعَى,55,طَلَبَ
اِحْتَاجَ,"22,5",طَلَبَ
اِشتَرَطَ,15,طَلَبَ
دَعَا,"57,5",طَلَبَ
اِسْتَدْعّى,"47,5",طَلَبَ
نَظَّفَ,65,طَهَّرَ
غَسَلَ,55,طَهَّرَ
,,
طَهَى,90,طَبَخَ
رَوى,"47,5",صَرَّحَ
قَالَ,90,صَرَّحَ
أَخْبَرَ,75,صَرَّحَ
أَوْرَدَ,35,صَرَّحَ
زَعَمَ,"47,5",صَرَّحَ
أَمَرَ,25,صَرَّحَ
لَفَظَ,"42,5",صَرَّحَ
أَعْلَنَ,80,صَرَّحَ
اِعْتَبَرَ,15,صَرَّحَ
اِفْتَرَضَ,"2,5",صَرَّحَ
زَعَقَ,"67,5",صَرَخَ
صَاحَ,"92,5",صَرَخَ
هَتَفَ,60,صَرَخَ
تَزَعْزَعَ,85,قَلَبَ;زَعْزَعَ
فَقَدَ الاِسْتِقْرَار,"72,5",قَلَبَ;زَعْزَعَ
شَاهَدَ,"17,5",سَافَر إلى;زَارَ
أَتْلَفَ,"72,5",دَمَّرَ;هَدَّمََ;خَرَّبَ
زَحْزَحَ,30,خَلَّصَ
أَزَاحَ,"57,5",خَلَّصَ
أَدَّى إِلَى,10,أبْدَعَ;خَلَقَ
بَنَى,15,أبْدَعَ;خَلَقَ
أَنْشَأَ,45,أبْدَعَ;خَلَقَ
عَمِلَ,45,أبْدَعَ;خَلَقَ
أَنْجَزَ,"32,5",أبْدَعَ;خَلَقَ
أَوْجَدَ,75,أبْدَعَ;خَلَقَ
أَنْتَجَ,75,أبْدَعَ;خَلَقَ
دَمَجَ,"77,5",مَزَجَ;خَلَطَ
رَكَّبَ,"32,5",مَزَجَ;خَلَطَ
خَلَط,100,مَزَجَ;خَلَطَ
ضَمَّ,"47,5",مَزَجَ;خَلَطَ
قَرَعَ,"12,5",رَفْرَفَ;خَفَقَ
دَقَّ,"7,5",رَفْرَفَ;خَفَقَ
اِرْتَعَشَ,"17,5",رَفْرَفَ;خَفَقَ
نَقَرَ,10,رَفْرَفَ;خَفَقَ
قَضَى,25,خَدَمَ;خَدَّمَ
كَفَى,"37,5",خَدَمَ;خَدَّمَ
ألَّفَ,40,دَوَّنَ;كَتَبَ;خَطَّ
وَضَعَ,"27,5",دَوَّنَ;كَتَبَ;خَطَّ
قَيَّدَ,"2,5",دَوَّنَ;كَتَبَ;خَطَّ
أَدْخَلَ,15,دَوَّنَ;كَتَبَ;خَطَّ
قَرْصَنَ,"17,5",اِنْتَزَعَ;اِخْتَطَفَ;خَطَفَ
دَعَسَ,"12,5",مَشَى;تَقَدَّمَ;خَطَا
سَارَ فِي مَوْكِب,"57,5",مَشَى;تَقَدَّمَ;خَطَا
شَارَكَ فِي مَوْكِب,20,مَشَى;تَقَدَّمَ;خَطَا
وَاصَلَ,40,مَشَى;تَقَدَّمَ;خَطَا
مَرَّ,"47,5",مَشَى;تَقَدَّمَ;خَطَا
ذَهَبَ,"62,5",مَشَى;تَقَدَّمَ;خَطَا
تَحَرَّكَ,85,مَشَى;تَقَدَّمَ;خَطَا
قَادَ,"12,5",مَشَى;تَقَدَّمَ;خَطَا
أَعْطَى,60,أَذْعَنَ;سَلَّمَ;خَضَعَ
أَمْضَى تَعَاقُدَاً,90,صَادَقَ عَلَى;وَقَّعَ
سَجَّلَ,"17,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
دَوَّنَ,"7,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
أَدْرَجَ,"27,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
أَنْشَأََ,20,شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
حَرَّكَ,"22,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
طَبَّقَ,45,شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
اِسْتَعْمَلَ,"62,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
أَخَذَ,"17,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
أَدَارَ,"27,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
عَشَّقَ,"2,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
شَبَّكَ,"12,5",شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
عَيَّنَ,85,شَغَّلَ;اِسْتَخْدَمَ;وَظَّفَ
حَمَلَ,5,وَصَلَ
وَصَلَ إِلَى,100,وَصَلَ
تَوَصُّل إِلَى,"32,5",وَصَلَ
رَبَطَ,35,وَحَّدَ
مَزَجَ,60,وَحَّدَ
وَصَّلَ,"32,5",وَحَّدَ
اِقْتَرَنَ,45,وَحَّدَ
خَلَطَ,20,وَحَّدَ
رَكَّبَ,10,وَحَّدَ
زَعْزَعَ,"77,5",فَقَدَ الاِسْتِقْرَار;تَزَعْزَعَ
هَيْمَنَ,"62,5",سَيْطَرَ;تَمَكَّنَ
مَلَكَ,"47,5",سَيْطَرَ;تَمَكَّنَ
عَمَّ,"27,5",سَيْطَرَ;تَمَكَّنَ
قَيَّدَ,35,سَيْطَرَ;تَمَكَّنَ
رَاقَبَ,"7,5",أَعْقَبَ;تَبِعَ;تَلاَ
نَتَجَ,"2,5",أَعْقَبَ;تَبِعَ;تَلاَ
تَبَنَّى,"2,5",أَعْقَبَ;تَبِعَ;تَلاَ
لَحِقَ,85,أَعْقَبَ;تَبِعَ;تَلاَ
لاحَقَ,"52,5",أَعْقَبَ;تَبِعَ;تَلاَ
خَطَبَ فِي,30,تَحَدَّثَ;تَكَلَّمَ
خَاطَب,"62,5",تَحَدَّثَ;تَكَلَّمَ
كَلَّمَ,85,تَحَدَّثَ;تَكَلَّمَ
تَلَفَّظَ,"42,5",تَحَدَّثَ;تَكَلَّمَ
تَفَوَّه,"52,5",تَحَدَّثَ;تَكَلَّمَ
لَفَظَ,40,تَحَدَّثَ;تَكَلَّمَ
أَلْقَى خِطَابَاً,35,تَحَدَّثَ;تَكَلَّمَ
بَدَّلَ,35,غَلُظَ;تَغَيَّرَ
قَلَبَ,"52,5",غَلُظَ;تَغَيَّرَ
تَقَلَّبَ,"27,5",غَلُظَ;تَغَيَّرَ
تَفَاوَتَ,25,غَلُظَ;تَغَيَّرَ
عَدَّلَ,"22,5",غَلُظَ;تَغَيَّرَ
غَيَّرَ,"67,5",غَلُظَ;تَغَيَّرَ
حَوَّلَ,"37,5",غَلُظَ;تَغَيَّرَ
تَسَاقَطَ,"52,5",تَفَتَّتَ;تَكَسَّرَ
تَكَوَّمَ,"17,5",تَفَتَّتَ;تَكَسَّرَ
اِنْكَسَرَ,85,تَفَتَّتَ;تَكَسَّرَ
تَفَسَّخَ,"62,5",تَفَتَّتَ;تَكَسَّرَ
اِنْهَارَ,75,تَفَتَّتَ;تَكَسَّرَ
تَحَطَّمَ,80,تَفَتَّتَ;تَكَسَّرَ
حَلَّ,15,تَفَتَّتَ;تَكَسَّرَ
قَدَّمَ,65,عَرَضَ;تَطَوَّعَ
طَرَحَ,60,عَرَضَ;تَطَوَّعَ
أَبْرَزَ,10,عَرَضَ;تَطَوَّعَ
جَنَّدَ,"2,5",عَرَضَ;تَطَوَّعَ
تَوَقَّفَ,55,اِنْهَار;تَعَطَّلَ
تَسَاقَطَ,"52,5",اِنْهَار;تَعَطَّلَ
تَكَوَّمَ,"7,5",اِنْهَار;تَعَطَّلَ
سَقَطَ,"82,5",اِنْهَار;تَعَطَّلَ
حَلَّ,"12,5",اِنْهَار;تَعَطَّلَ
تَرَنَّحَ,"77,5",تَأَرْجَحَ;تَمَايَلَ
مَالَ,90,تَأَرْجَحَ;تَمَايَلَ
أَمَالَ,65,تَأَرْجَحَ;تَمَايَلَ
تَسَارَعَ,70,سَرَّعَ
أسْرَعَ,95,سَرَّعَ
اِسْتَعْجَلَ,65,سَرَّعَ
عَجَّلَ,"67,5",سَرَّعَ
اِنْطَلَقَ بِسُرْعَة,"82,5",سَرَّعَ
تَحَرَّكَ بِسُرْعَة,85,سَرَّعَ
اِنْخَفَضَ,30,سَقَطَ;سَقَطَ عَلَى
نَزَلَ,35,سَقَطَ;سَقَطَ عَلَى
هَمَدَ,50,سَقَطَ;سَقَطَ عَلَى
غَطَسَ,"62,5",سَقَطَ;سَقَطَ عَلَى
غَاصَ,"67,5",سَقَطَ;سَقَطَ عَلَى
حَلَّ,"2,5",سَقَطَ;سَقَطَ عَلَى
إِسْتَوْطَنَ,0,سَقَطَ;سَقَطَ عَلَى
وَضََعَ السُّمَّ فِي,95,دَسَّ السُّمّ فِي;قَتَلَ بِالسُّم;سَمَّمَ
تَرَكَ,70,سَمَحَ
وافَقَ,"27,5",سَمَحَ
قَبِلَ,"72,5",سَمَحَ
أَيَّدَ,25,سَمَحَ
أَذِنَ,"72,5",سَمَحَ
أَتَاحَ,"87,5",سَمَحَ
أَدْخَلَ,25,سَمَحَ
أَعْطَى,5,سَمَحَ
وَضَعَ,45,دَوَّنَ;قَيَّدَ;سَجَّلَ
جَنَّدَ,"22,5",دَوَّنَ;قَيَّدَ;سَجَّلَ
أَدْرَجَ,"77,5",دَوَّنَ;قَيَّدَ;سَجَّلَ
كَتَبَ,90,دَوَّنَ;قَيَّدَ;سَجَّلَ
أَشَارَ إِلَى,"12,5",دَوَّنَ;قَيَّدَ;سَجَّلَ
سَجَّلَ فِي قَائِمَة,85,دَوَّنَ;قَيَّدَ;سَجَّلَ
خَطَّ,40,دَوَّنَ;قَيَّدَ;سَجَّلَ
يَسَّرَ,"72,5",سَاعَدَ;سَهَّلَ
أَعَانَ,"82,5",سَاعَدَ;سَهَّلَ
خَدَمَ على المَائِدَة,10,سَاعَدَ;سَهَّلَ
قَذَّمَ,10,سَاعَدَ;سَهَّلَ
عَاضَدَ,65,سَاعَدَ;سَهَّلَ
تَسَاءَلَ,"72,5",سَألَ
اِسْتَخْبَرَ,"52,5",سَألَ
اِسْتَعْلَمَ,"67,5",سَألَ
عَيَّنَ,90,نَصَّبَ;رَسَّمَ;وَسَّمَ
أَمَرَ,25,نَصَّبَ;رَسَّمَ;وَسَّمَ
قَعَدَ,90,جَلَسَ;جَثَمَ;رَقَدَ
كَمَنَ,"62,5",جَلَسَ;جَثَمَ;رَقَدَ
أَجْلَسَ,60,جَلَسَ;جَثَمَ;رَقَدَ
جَرَى,"92,5",قَطَعَ جَرْيَاً;قَطَعَ رَكْضَاً;رَكَضَ
سَالَ,10,قَطَعَ جَرْيَاً;قَطَعَ رَكْضَاً;رَكَضَ
عَدَا,"82,5",قَطَعَ جَرْيَاً;قَطَعَ رَكْضَاً;رَكَضَ
أَنْكَرَ,"62,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
خَالَفَ,70,اِعْتَرَضَ;عَارَضَ;رَفَضَ
قَاوَمَ,"22,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
نَقَضَ,25,اِعْتَرَضَ;عَارَضَ;رَفَضَ
تَبَرَّأَ مِن,"17,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
إِعْتَرَضَ,"97,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
نَاقَضَ,"12,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
أَبَى,"72,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
حَذَفَ,"7,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
اِخْتَلَفَ,"22,5",اِعْتَرَضَ;عَارَضَ;رَفَضَ
احْتَجَّ,90,اِعْتَرَضَ;عَارَضَ;رَفَضَ
أوْقَفَ,15,اِعْتَرَضَ;عَارَضَ;رَفَضَ
ضَرَبَ,"47,5",قَتَلَ رَمْيَاً بِالرَّصَاص;قَتَلَ بِإِطْلاق النَّار
أَطْلَقَ,"87,5",قَتَلَ رَمْيَاً بِالرَّصَاص;قَتَلَ بِإِطْلاق النَّار
قَلَّصَ,80,صَغَّرَ;قَلَّلَ
رَقَّ,"27,5",صَغَّرَ;قَلَّلَ
نَحُفَ,30,صَغَّرَ;قَلَّلَ
خَفَّضَ,75,صَغَّرَ;قَلَّلَ
صَعِدَ,90,قَفَزَ
ظَهَرَ,20,قَفَزَ
اِرْتَفَعَ,"82,5",قَفَزَ
تَعَالَى,"67,5",قَفَزَ
إِنْبَعَثَ,15,قَفَزَ
صَعَدَ,90,قَفَزَ
بَزَغَ,"72,5",قَفَزَ
إِرْتَفَعَ,"82,5",قَفَزَ
سَيَّرَ,"37,5",قَادَ;سَاقَ
أَرْشَدَ,"7,5",قَادَ;سَاقَ
تَرَأَّسَ,"7,5",قَادَ;سَاقَ
تَقَدَّمَ,5,قَادَ;سَاقَ
لاقَى,"92,5",اِلْتَقَى;قَابَلَ
لامَسَ,"12,5",اِلْتَقَى;قَابَلَ
اِتَّحَدَ,30,اِلْتَقَى;قَابَلَ
اِجْتَمَعَ,80,اِلْتَقَى;قَابَلَ
جَمَّعَ,"27,5",اِلْتَقَى;قَابَلَ
حَشَدَ,20,اِلْتَقَى;قَابَلَ
لَقِيَ,80,اِلْتَقَى;قَابَلَ
حَمَلَ,"67,5",أَخْبَرَ;عَبَّرَ;نَقَلَ
أَرْسَلَ,85,أَخْبَرَ;عَبَّرَ;نَقَلَ
أَبْلَغَ,90,أَخْبَرَ;عَبَّرَ;نَقَلَ
أَوْصَلَ,70,أَخْبَرَ;عَبَّرَ;نَقَلَ
بَلَّغَ,90,أَخْبَرَ;عَبَّرَ;نَقَلَ
بَعَثَ,35,أَخْبَرَ;عَبَّرَ;نَقَلَ
أَبْدَى,15,أَخْبَرَ;عَبَّرَ;نَقَلَ
قَدَّمَ,"27,5",أَخْبَرَ;عَبَّرَ;نَقَلَ
نَشَرَ,80,أَخْبَرَ;عَبَّرَ;نَقَلَ
كَشَفَ,"42,5",أَخْبَرَ;عَبَّرَ;نَقَلَ
أَعْلَنَ,"77,5",أَخْبَرَ;عَبَّرَ;نَقَلَ
أَعْلَمَ,"82,5",أَخْبَرَ;عَبَّرَ;نَقَلَ
طَارَ,"57,5",طَيَّرَ;نَقَلَ جَوَّا;نَقَلَ
نَمى,100,كَبُرَ;نَبَت;نَمَى
ظَهَرَ,65,كَبُرَ;نَبَت;نَمَى
نَفَّذَ,95,نَفَّدَ
أَنْجَزَ,"62,5",نَفَّدَ
مَثَّلَ,"22,5",نَفَّدَ
سَلَكَ,"2,5",نَفَّدَ
عَمِلَ,80,نَفَّدَ
اِسْتَمَرَّ,15,نَفَّدَ
تَابَع,15,نَفَّدَ
أَتَمَّ,"82,5",نَفَّدَ
أَكْمَلَ,"22,5",نَفَّدَ
تَوَقَّفَ,55,نَفَدَ
اِنْتَهَى,"72,5",نَفَدَ
تَكَوَّنَ,"12,5",نَظَّمَ;رَتَّبَ
تَشَكَّلَ,10,نَظَّمَ;رَتَّبَ
كَوَّنَ,"12,5",نَظَّمَ;رَتَّبَ
أَنْشَأَ,15,نَظَّمَ;رَتَّبَ
شَكَّلَ,30,نَظَّمَ;رَتَّبَ
أعَدَّ,"52,5",نَظَّمَ;رَتَّبَ
كَوَنَ,"12,5",نَظَّمَ;رَتَّبَ
صَنَّفَ,70,نَظَّمَ;رَتَّبَ
أَعْطَى دَرَجَة,"12,5",نَظَّمَ;رَتَّبَ
نَظَّم,100,نَظَّمَ;رَتَّبَ
أَزَالَ,"62,5",غَسَلَ;نَظَّفَ
طَهَّرَ,45,غَسَلَ;نَظَّفَ
صَرَخَ,75,صَاحَ;دَعَا;نَادَى
طَالَبَ,35,صَاحَ;دَعَا;نَادَى
طَلَبَ لِلْحُضُور,"52,5",صَاحَ;دَعَا;نَادَى
حَشَدَ,10,صَاحَ;دَعَا;نَادَى
هاَتَفَ,50,صَاحَ;دَعَا;نَادَى
زَعَقَ,70,صَاحَ;دَعَا;نَادَى
فَصَلَ,85,فَرَّقَ;مَيَّزَ
وَصَفَ,5,فَرَّقَ;مَيَّزَ
تَمَيَّزَ,55,فَرَّقَ;مَيَّزَ
مَثَّلَ دَوْر,85,مَثَّلَ
صَوَّرَ,10,مَثَّلَ
أَدَّى,"37,5",مَثَّلَ
نَابَ عَن,5,مَثَّلَ
جَسَّدَ,40,مَثَّلَ
عَرَضَ,"67,5",مَثَّلَ
عَمِلَ,"17,5",مَثَّلَ
تَقَدَّمَ,60,مَشَى;تَمَشَّى;خَطَا
تَجَوَّلَ,"57,5",مَشَى;تَمَشَّى;خَطَا
دَعَسَ,"12,5",مَشَى;تَمَشَّى;خَطَا
خَرَجَ فِي مَسِيرَة,"47,5",مَشَى;تَمَشَّى;خَطَا
شَارَكَ فِي مَوْكِب,"47,5",مَشَى;تَمَشَّى;خَطَا
عَلَّقَ,"2,5",لاحَظَ
اِكْتَشَفَ,65,لاحَظَ
أَبْدَى مُلاحَظَة,85,لاحَظَ
تَعَقَّبَ,"27,5",لاحَظَ
أَدْرَكَ,"92,5",لاحَظَ
حَافَظَ عَلَى,5,لاحَظَ
دَوَّنَ,5,لاحَظَ
تَدَرَّبَ,10,أَعَادَ;عَاوَدَ;كَرَّرَ
صَدِيَ,5,أَعَادَ;عَاوَدَ;كَرَّرَ
عَادَ,"57,5",أَعَادَ;عَاوَدَ;كَرَّرَ
أرْجَعَ,45,أَعَادَ;عَاوَدَ;كَرَّرَ
إِرْتَدَّ,10,أَعَادَ;عَاوَدَ;كَرَّرَ
أَرْجَعَ,45,أَعَادَ;عَاوَدَ;كَرَّرَ
أَعَادَ المَال,"7,5",أَعَادَ;عَاوَدَ;كَرَّرَ
جَثَمَ,50,جَلَسَ;قَعَدَ
أَقْعَدَ,"67,5",جَلَسَ;قَعَدَ
جَفَّ,"77,5",جَفَّفَ;نَشَّفَ
تَخَلَّى عَن,100,هَجَرَ;تَرَكَ;تَخَلَّى عن
تَنَازَل عن,80,هَجَرَ;تَرَكَ;تَخَلَّى عن
اِسْتَسْلَمَ,35,هَجَرَ;تَرَكَ;تَخَلَّى عن
تَوَقَّفَ,"12,5",هَجَرَ;تَرَكَ;تَخَلَّى عن
سَمَحَ,20,هَجَرَ;تَرَكَ;تَخَلَّى عن
عَزَفَ عَن,"72,5",هَجَرَ;تَرَكَ;تَخَلَّى عن
أَحْجَمَ,30,هَجَرَ;تَرَكَ;تَخَلَّى عن
أَقْلَعَ,"67,5",هَجَرَ;تَرَكَ;تَخَلَّى عن
قَطَعَ,15,هَجَرَ;تَرَكَ;تَخَلَّى عن
أَنْهى,20,هَجَرَ;تَرَكَ;تَخَلَّى عن
هَجَمَ,"92,5",أَغَارَ;هَجَم
اعْتَدَى,"87,5",أَغَارَ;هَجَم
هَاجَمَ,"97,5",أَغَارَ;هَجَم
شَنَّ هُجُومَاً,95,أَغَارَ;هَجَم
اِرْتَحَلَ,"87,5",اِغْتَرَبَ;هَاجَرَ;نَزَحَ
بَلَّغَ,90,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَرْسَلَ,30,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَبْلَغَ,"87,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَفَادَ,70,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَطْلَعَ,75,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَعْلَمَ,85,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
عَبَّرَ,"67,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
حَوَّلَ,"27,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
حَمَلَ,5,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
بَعَثَ,20,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
شَحَنَ,0,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
قَدَّمَ,25,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
نَشَرَ,"32,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
مَنَحَ,10,أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
لَفَظَ,"12,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
كَشَفَ,"57,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَبَاحَ,"52,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
أَعْلَنَ,"82,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
وَزَّعَ,"7,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
وَصَفَ,"27,5",أَوْصَلَ;أَخْبَرَ;نَقَلَ;خَبَّرَ
تَقَلَّصَ,40,نَقَصَ;قَلَّلَ;خَفَّضَ
قَلَّ,55,نَقَصَ;قَلَّلَ;خَفَّضَ
أَنْقَصَ,90,نَقَصَ;قَلَّلَ;خَفَّضَ
خَفَّّضَ,100,نَقَصَ;قَلَّلَ;خَفَّضَ
رَقَّ,15,نَقَصَ;قَلَّلَ;خَفَّضَ
نَقَّصَ,100,نَقَصَ;قَلَّلَ;خَفَّضَ
نَحُفَ,"22,5",نَقَصَ;قَلَّلَ;خَفَّضَ
صَغَّرَ,55,نَقَصَ;قَلَّلَ;خَفَّضَ
نَمَى,100,كَبُرَ;نَضَجَ;نَمى
نَبَت,30,كَبُرَ;نَضَجَ;نَمى
ظَهَرَ,15,كَبُرَ;نَضَجَ;نَمى
تَقَدَّمَ,20,كَبُرَ;نَضَجَ;نَمى
تَحَسَّنَ,"22,5",كَبُرَ;نَضَجَ;نَمى
صَعِدَ,"22,5",كَبُرَ;نَضَجَ;نَمى
خَلَطَ,"92,5",مَازَجَ;مَزَجَ
دَمَجَ,"92,5",مَازَجَ;مَزَجَ
رَكَّبَ,"37,5",مَازَجَ;مَزَجَ
خَلَط,"92,5",مَازَجَ;مَزَجَ
وَحَّدَ,25,مَازَجَ;مَزَجَ
جَمَّعَ,"42,5",مَازَجَ;مَزَجَ
ضَمَّ,40,مَازَجَ;مَزَجَ
وَاجَهَ,"2,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
نَابَ,55,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
صَوَّرَ,20,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
نَابَ عَن,55,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
رَمَزَ إِلَى,20,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
جَسَّدَ,60,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
عَبَّرَ عَن,"17,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
عَزَفَ,"12,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
قَدَّمَ,"37,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
عَرَضَ,55,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
وَصَفَ,"12,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
رَسَمَ,"12,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
أَظْهَرَ,10,لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
شَكَّلَ,"22,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
أَلَّفَ,"12,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
لَعِبَ,"92,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
أَدَّى,"92,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
قَامَ بِ,"72,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
عَمِلَ,"42,5",لَعِبَ دَوْر;مَثَّلَ;مَثَّلَ دَوْر
صَوَّرَ,"42,5",إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
وَصَفَ,5,إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
رَسَمَ,0,إِنْتَحَلَ شَخْصِيَّة;اِتَّخَذَ شَخْصِيَّة;مَثَّل شَخْصِيَّةَ;مَثَّلَ
